Timestamp,LeftVelocity,RightVelocity,PoseRotationDeg,PoseTransY,PoseTransX,PoseTransNorm,Heading,RightWheelSpeed,LeftWheelSpeed,LeftDistanceMeters,RightDistanceMeters,XValue,YValue,Found,motor 1 speed,motor 2 speed,motor 3 speed
611.737147,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3582.857421875,548.5714111328125
611.752891,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3577.1435546875,542.8569946289062
611.762035,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3577.1435546875,542.8569946289062
611.770947,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3577.1435546875,542.8569946289062
611.784213,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3577.14404296875,542.8569946289062
611.793322,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3577.14404296875,542.8570556640625
611.805488,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3582.85791015625,542.8570556640625
611.825213,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3582.85791015625,542.8570556640625
611.845224,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3582.85791015625,542.8570556640625
611.865387,0.0,0.0,23.26000022888184,0.0354941231396132,0.8286874044436138,0.8294471936542697,23.260000228881836,0.0,0.0,0.8887680665564616,0.9060092436219023,0.0,0.0,0.0,548.5712890625,3582.85791015625,548.5714111328125
