Timestamp,LeftVelocity,RightVelocity,PoseRotationDeg,PoseTransY,PoseTransX,PoseTransNorm,Heading,RightWheelSpeed,LeftWheelSpeed,LeftDistanceMeters,RightDistanceMeters,XValue,YValue,Found,VisionHeight,motor 1 speed,motor 2 speed,motor 3 speed
211.437319,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.453253,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.464456,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.484481,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.504468,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.524658,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.544449,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.564414,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.584339,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.604314,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.62446,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.644553,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.664306,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.684579,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.704416,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.724547,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.744619,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1200000047683716,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.76436,0.0,0.0,1.1200000047683718,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.784349,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.804395,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.824514,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.844349,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.86464,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.884443,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.904478,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.924875,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.944329,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.964414,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
211.98447,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.004343,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.024586,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.044596,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.064455,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.084387,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.10457,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.124685,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.144495,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.164535,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.18436,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.205308,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.224898,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.244421,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.26441,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.284433,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.30442,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.324459,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,389.0,1.0,29.0,-0.0,-0.0,0.0
212.344552,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,389.0,1.0,29.0,-0.0,-0.0,0.0
212.364446,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,389.0,1.0,29.0,-0.0,-0.0,0.0
212.384449,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,389.0,1.0,29.0,-0.0,-0.0,0.0
212.404335,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,389.0,1.0,29.0,-0.0,-0.0,0.0
212.425219,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,390.0,1.0,30.0,-0.0,-0.0,0.0
212.444554,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,390.0,1.0,30.0,-0.0,-0.0,0.0
212.464317,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,390.0,1.0,30.0,-0.0,-0.0,0.0
212.484564,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,390.0,1.0,30.0,-0.0,-0.0,0.0
212.504499,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,593.0,390.0,1.0,30.0,-0.0,-0.0,0.0
212.524936,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
212.544467,0.0,0.0,1.1299999952316284,4.5391366387317256E-7,5.844228018461617E-5,5.8444042902518565E-5,1.1299999952316284,0.0,0.0,5.844466801844293E-5,5.844466801844293E-5,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
